"행정구역","2025년06월_남_총인구수","2025년06월_남_연령구간인구수","2025년06월_남_0~9세","2025년06월_남_10~19세","2025년06월_남_20~29세","2025년06월_남_30~39세","2025년06월_남_40~49세","2025년06월_남_50~59세","2025년06월_남_60~69세","2025년06월_남_70~79세","2025년06월_남_80~89세","2025년06월_남_90~99세","2025년06월_남_100세 이상","2025년06월_여_총인구수","2025년06월_여_연령구간인구수","2025년06월_여_0~9세","2025년06월_여_10~19세","2025년06월_여_20~29세","2025년06월_여_30~39세","2025년06월_여_40~49세","2025년06월_여_50~59세","2025년06월_여_60~69세","2025년06월_여_70~79세","2025년06월_여_80~89세","2025년06월_여_90~99세","2025년06월_여_100세 이상"
"서울특별시 성북구 석관동(1129081000)","16,219","16,219","794","1,005","1,997","2,389","2,211","2,743","2,678","1,609","734","56","3","16,823","16,823","708","884","2,280","2,241","2,012","2,742","2,863","1,956","1,015","117","5"
"서울특별시 강북구 (1130500000)","135,541","135,541","5,108","9,250","16,516","18,014","19,234","24,374","22,681","13,579","6,229","548","8","145,747","145,747","4,878","9,022","18,806","16,310","17,776","24,862","25,024","17,915","9,783","1,333","38"
"서울특별시 강북구 삼양동(1130553400)","12,067","12,067","546","878","1,494","1,532","1,738","2,175","2,031","1,159","480","34","0","12,363","12,363","507","805","1,417","1,409","1,584","2,298","2,115","1,387","740","99","2"
"서울특별시 강북구 미아동(1130553500)","9,772","9,772","242","548","1,362","1,484","1,251","1,717","1,731","952","450","35","0","10,694","10,694","202","508","1,979","1,244","1,147","1,717","1,868","1,223","711","92","3"
"서울특별시 강북구 송중동(1130554500)","13,194","13,194","532","842","1,666","1,798","1,947","2,295","2,189","1,299","561","64","1","14,436","14,436","581","904","1,815","1,718","1,846","2,456","2,522","1,676","819","96","3"
"서울특별시 강북구 송천동(1130555500)","10,954","10,954","290","583","1,186","1,418","1,448","2,022","2,177","1,254","526","48","2","11,210","11,210","300","587","1,273","1,175","1,270","1,972","2,197","1,538","804","91","3"
"서울특별시 강북구 삼각산동(1130557500)","14,452","14,452","1,055","1,862","1,572","1,502","2,461","2,818","1,739","1,007","406","30","0","15,668","15,668","935","1,788","1,600","1,641","2,689","2,901","1,975","1,340","685","113","1"
"서울특별시 강북구 번1동(1130559500)","7,950","7,950","202","360","1,211","1,285","1,185","1,421","1,200","721","346","18","1","8,247","8,247","199","409","1,503","1,101","1,012","1,279","1,277","939","464","60","4"
"서울특별시 강북구 번2동(1130560300)","6,900","6,900","199","404","832","822","953","1,218","1,276","777","386","32","1","7,586","7,586","213","370","791","738","844","1,271","1,387","1,213","677","78","4"
"서울특별시 강북구 번3동(1130560800)","7,333","7,333","287","530","765","796","930","1,346","1,274","870","495","39","1","8,467","8,467","287","515","722","810","915","1,360","1,445","1,481","833","96","3"
"서울특별시 강북구 수유1동(1130561500)","9,461","9,461","308","571","1,178","1,390","1,330","1,611","1,633","976","411","53","0","9,963","9,963","293","606","1,417","1,173","1,158","1,589","1,797","1,194","640","94","2"
"서울특별시 강북구 수유2동(1130562500)","9,530","9,530","379","595","1,041","1,209","1,329","1,701","1,688","1,043","506","38","1","10,535","10,535","328","551","1,297","1,070","1,173","1,826","1,958","1,370","830","130","2"
"서울특별시 강북구 수유3동(1130563500)","11,060","11,060","236","461","1,758","1,842","1,489","1,978","1,790","1,000","465","41","0","11,613","11,613","223","494","2,182","1,553","1,236","1,921","1,887","1,319","694","102","2"
"서울특별시 강북구 우이동(1130564500)","9,238","9,238","354","642","927","1,188","1,279","1,698","1,566","1,025","510","48","1","10,221","10,221","343","592","1,195","1,100","1,167","1,771","1,832","1,307","797","115","2"
"서울특별시 강북구 인수동(1130566000)","13,630","13,630","478","974","1,524","1,748","1,894","2,374","2,387","1,496","687","68","0","14,744","14,744","467","893","1,615","1,578","1,735","2,501","2,764","1,928","1,089","167","7"
"서울특별시 도봉구 (1132000000)","145,641","145,641","6,348","11,081","16,984","19,181","20,078","25,405","24,895","14,769","6,284","602","14","155,913","155,913","5,942","10,285","17,641","18,115","19,921","27,422","28,229","17,310","9,410","1,589","49"
"서울특별시 도봉구 창제1동(1132051100)","11,206","11,206","495","956","1,360","1,594","1,626","1,968","1,708","980","467","51","1","12,408","12,408","492","873","1,447","1,524","1,717","2,234","2,027","1,251","729","111","3"
"서울특별시 도봉구 창제2동(1132051200)","13,343","13,343","576","974","1,664","1,931","1,896","2,316","2,162","1,255","525","44","0","14,239","14,239","550","902","1,727","1,869","1,861","2,507","2,441","1,490","775","113","4"
"서울특별시 도봉구 창제3동(1132051300)","6,373","6,373","215","455","736","747","939","1,209","1,112","646","287","26","1","6,464","6,464","206","424","637","657","805","1,204","1,216","797","461","54","3"
"서울특별시 도봉구 창제4동(1132051400)","12,425","12,425","662","1,122","1,543","1,768","1,783","2,155","1,948","976","403","63","2","13,696","13,696","608","1,050","1,788","1,783","1,917","2,497","2,190","1,081","644","136","2"
"서울특별시 도봉구 창제5동(1132051500)","11,087","11,087","536","814","1,418","1,654","1,462","1,858","1,834","1,029","442","36","4","12,316","12,316","485","800","1,548","1,724","1,537","2,231","2,081","1,170","620","117","3"
"서울특별시 도봉구 도봉제1동(1132052100)","9,801","9,801","239","491","990","1,132","1,239","1,794","1,904","1,356","604","51","1","9,817","9,817","256","456","905","904","1,037","1,684","2,005","1,592","842","134","2"
"서울특별시 도봉구 도봉제2동(1132052200)","12,583","12,583","685","714","1,250","1,677","1,721","1,988","2,281","1,563","644","59","1","13,195","13,195","610","666","1,216","1,625","1,600","2,107","2,503","1,812","907","141","8"
"서울특별시 도봉구 쌍문제1동(1132066000)","9,780","9,780","413","664","1,120","1,213","1,348","1,781","1,661","1,010","526","43","1","10,837","10,837","389","700","1,538","1,127","1,256","1,870","1,899","1,240","707","107","4"
"서울특별시 도봉구 쌍문제2동(1132067000)","8,358","8,358","348","582","1,015","1,155","1,196","1,428","1,414","850","332","38","0","9,146","9,146","334","491","961","1,068","1,158","1,614","1,759","1,063","577","118","3"
"서울특별시 도봉구 쌍문제3동(1132068000)","7,645","7,645","289","437","1,000","1,192","1,085","1,314","1,197","745","359","27","0","8,448","8,448","283","447","1,181","1,146","1,058","1,349","1,442","958","519","61","4"
"서울특별시 도봉구 쌍문제4동(1132068100)","8,371","8,371","435","939","953","1,007","1,201","1,403","1,389","771","239","34","0","9,451","9,451","408","833","981","1,090","1,339","1,711","1,739","792","468","90","0"
"서울특별시 도봉구 방학제1동(1132069000)","13,366","13,366","510","1,010","1,554","1,576","1,783","2,482","2,436","1,372","604","38","1","13,752","13,752","455","990","1,618","1,458","1,764","2,424","2,521","1,613","774","130","5"
"서울특별시 도봉구 방학제2동(1132070000)","8,943","8,943","277","554","1,004","1,080","1,120","1,700","1,705","1,008","458","36","1","8,917","8,917","256","543","904","820","1,028","1,659","1,798","1,152","665","92","0"
"서울특별시 도봉구 방학제3동(1132071000)","12,360","12,360","668","1,369","1,377","1,455","1,679","2,009","2,144","1,208","394","56","1","13,227","13,227","610","1,110","1,190","1,320","1,844","2,331","2,608","1,299","722","185","8"
"서울특별시 노원구 (1135000000)","233,269","233,269","12,090","23,254","31,675","30,599","33,562","40,903","33,584","19,170","7,600","816","16","253,947","253,947","11,449","21,692","31,132","30,118","36,572","44,137","39,012","24,228","13,086","2,439","82"
"서울특별시 노원구 월계1동(1135056000)","10,423","10,423","402","775","2,084","1,295","1,341","1,651","1,508","954","378","35","0","9,829","9,829","365","693","1,448","1,096","1,278","1,618","1,532","1,144","572","80","3"
"서울특별시 노원구 월계2동(1135057000)","11,950","11,950","624","960","1,305","1,350","1,769","2,094","1,994","1,320","480","52","2","13,045","13,045","579","897","1,248","1,330","1,783","2,170","2,388","1,673","812","160","5"
"서울특별시 노원구 월계3동(1135058000)","13,329","13,329","813","914","1,439","2,180","1,927","2,132","1,982","1,350","539","52","1","14,662","14,662","721","851","1,480","2,126","1,900","2,320","2,519","1,697","877","167","4"
"서울특별시 노원구 공릉1동(1135059500)","17,082","17,082","632","1,206","3,143","2,500","2,351","2,648","2,469","1,496","590","47","0","18,348","18,348","619","1,160","3,397","2,377","2,333","2,731","2,904","1,829","854","137","7"
"서울특별시 노원구 공릉2동(1135060000)","19,855","19,855","1,328","2,050","3,290","2,738","3,001","3,179","2,388","1,333","496","52","0","21,157","21,157","1,297","1,996","3,474","2,718","3,221","3,289","2,779","1,491","756","133","3"
"서울특별시 노원구 하계1동(1135061100)","12,302","12,302","410","1,539","2,391","1,370","1,348","2,205","1,820","849","320","49","1","13,442","13,442","386","1,266","2,114","1,283","1,628","2,432","2,122","1,326","736","142","7"
"서울특별시 노원구 하계2동(1135061200)","9,406","9,406","585","1,151","1,171","1,152","1,436","1,707","1,365","580","223","36","0","10,361","10,361","492","1,127","1,158","1,217","1,690","1,902","1,487","770","435","83","0"
"서울특별시 노원구 중계본동(1135061900)","10,766","10,766","547","2,044","1,369","813","1,702","2,256","1,303","503","211","16","2","11,517","11,517","488","1,967","1,387","832","2,246","2,293","1,303","579","336","84","2"
"서울특별시 노원구 중계1동(1135062100)","12,684","12,684","828","2,770","1,353","814","2,392","2,552","1,243","523","188","20","1","13,330","13,330","762","2,362","1,247","994","3,165","2,390","1,330","619","391","69","1"
"서울특별시 노원구 중계4동(1135062400)","8,978","8,978","381","984","1,128","885","1,268","1,780","1,344","797","374","37","0","9,771","9,771","393","883","1,006","867","1,385","1,826","1,444","1,185","654","125","3"
"서울특별시 노원구 중계2.3동(1135062500)","14,367","14,367","660","1,228","1,631","1,913","2,084","2,601","2,178","1,372","623","76","1","17,404","17,404","670","1,223","1,757","1,937","2,266","2,919","2,782","2,239","1,364","243","4"
"서울특별시 노원구 상계1동(1135063000)","17,408","17,408","830","1,413","2,148","2,180","2,304","3,058","3,016","1,720","668","69","2","18,890","18,890","782","1,357","2,122","2,157","2,444","3,474","3,479","1,917","982","168","8"
"서울특별시 노원구 상계2동(1135064000)","9,201","9,201","294","693","1,352","1,153","1,185","1,781","1,570","827","315","31","0","9,521","9,521","317","762","1,334","990","1,158","1,863","1,626","865","504","98","4"
"서울특별시 노원구 상계3.4동(1135066500)","13,383","13,383","656","1,103","1,561","1,454","1,847","2,460","2,311","1,352","594","45","0","13,525","13,525","627","945","1,335","1,307","1,725","2,480","2,407","1,610","961","122","6"
"서울특별시 노원구 상계5동(1135067000)","10,864","10,864","354","806","1,394","1,379","1,340","2,069","1,915","1,065","479","62","1","11,500","11,500","327","751","1,242","1,171","1,355","2,215","2,049","1,404","818","160","8"
"서울특별시 노원구 상계6.7동(1135069500)","14,032","14,032","857","1,258","1,748","2,349","2,051","2,390","1,883","1,047","402","47","0","16,534","16,534","789","1,175","2,031","2,472","2,386","2,960","2,443","1,343","739","186","10"
"서울특별시 노원구 상계8동(1135070000)","10,109","10,109","888","823","1,067","2,349","1,666","1,397","991","656","243","27","2","11,288","11,288","884","794","1,121","2,428","1,734","1,620","1,334","859","423","90","1"
"서울특별시 노원구 상계9동(1135071000)","8,955","8,955","472","817","1,123","1,335","1,283","1,574","1,237","795","277","41","1","10,219","10,219","439","755","1,121","1,327","1,456","1,923","1,624","963","500","107","4"
"서울특별시 노원구 상계10동(1135072000)","8,175","8,175","529","720","978","1,390","1,267","1,369","1,067","631","200","22","2","9,604","9,604","512","728","1,110","1,489","1,419","1,712","1,460","715","372","85","2"
"서울특별시 은평구 (1138000000)","216,939","216,939","10,841","17,317","26,798","32,563","32,454","37,161","32,040","18,559","8,386","801","19","241,823","241,823","10,271","16,604","31,191","34,149","33,426","40,126","37,006","24,341","12,657","2,000","52"
"서울특별시 은평구 녹번동(1138051000)","16,420","16,420","888","1,014","1,876","2,672","2,546","2,737","2,470","1,466","694","56","1","18,846","18,846","905","1,025","2,263","2,867","2,532","2,988","2,970","2,053","1,059","181","3"
"서울특별시 은평구 불광제1동(1138052000)","17,402","17,402","814","1,186","2,141","2,719","2,415","2,932","2,795","1,543","759","96","2","19,876","19,876","753","1,079","2,586","2,753","2,555","3,313","3,282","2,112","1,249","190","4"
"서울특별시 은평구 불광제2동(1138053000)","12,685","12,685","338","696","1,747","1,956","1,670","2,173","2,175","1,280","606","42","2","13,686","13,686","330","640","1,841","1,842","1,559","2,342","2,465","1,645","904","115","3"
